Kód	Název	Id	Id nadřízené
15321600-0  	Jablečná šťáva 	18299	18293
15321700-1  	Směsi nezahuštěných šťáv 	18300	18293
15321800-2  	Zahuštěné šťávy	18301	18293
15322000-1  	Zeleninové šťávy 	18302	18292
15322100-2  	Rajčatová šťáva	18303	18302
15330000-0  	Upravené ovoce a zelenina	18304	17521
15331000-7  	Upravená zelenina	18305	18304
15331100-8  	Zelenina, čerstvá nebo zmrazená	18306	18305
15331110-1  	Upravená kořenová zelenina 	18307	18306
15331120-4  	Upravená cibulová zelenina 	18308	18306
15331130-7  	Fazole, hrách, papriky, rajčata a ostatní zelenina 	18309	18306
15331131-4  	Upravené fazole	18310	18309
15331132-1  	Upravený hrách 	18311	18309
15331133-8  	Půlený hrách 	18312	18309
15331134-5  	Upravená rajčata 	18313	18309
15331135-2  	Upravené houby 	18314	18309
15331136-9  	Upravené papriky 	18315	18309
15331137-6  	Sójové klíčky	18316	18309
15331138-3  	Lanýže 	18317	18309
15331140-0  	Listová zelenina a zelí	18318	18306
15331142-4  	Upravené zelí	18319	18318
15331150-3  	Upravené luštěniny 	18320	18306
15331170-9  	Zmrazená zelenina	18321	18306
15331400-1  	Konzervovaná zelenina a/nebo zeleninové konzervy 	18322	18305
15331410-4  	Fazole v rajčatové omáčce	18323	18322
15331411-1  	Pečené fazole v rajčatové omáčce 	18324	18323
15331420-7  	Konzervovaná rajčata 	18325	18322
15331423-8  	Rajčata v konzervě 	18326	18325
15331425-2  	Rajčatový protlak	18327	18325
15331427-6  	Rajčatový koncentrát 	18328	18325
15331428-3  	Rajčatová omáčka 	18329	18325
15331430-0  	Houby v konzervě 	18330	18322
15331450-6  	Upravené olivy 	18331	18322
15331460-9  	Zelenina v konzervě	18332	18322
15331461-6  	Kyselé zelí v konzervě 	18333	18332
15331462-3  	Hrách v konzervě 	18334	18332
15331463-0  	Vyloupané fazole v konzervě	18335	18332
15331464-7  	Fazolové lusky v konzervě	18336	18332
15331465-4  	Chřest v konzervě	18337	18332
15331466-1  	Olivy v konzervě 	18338	18332
15331470-2  	Kukuřice cukrová 	18339	18322
15331480-5  	Zelenina zpracovaná jako polotovar 	18340	18322
15331500-2  	Zelenina naložená v octě 	18341	18305
15332000-4  	Upravené ovoce a ořechy	18342	18304
15332100-5  	Upravené ovoce 	18343	18342
15332140-7  	Upravená jablka	18344	18343
15332150-0  	Upravené hrušky	18345	18343
15332160-3  	Upravené banány	18346	18343
15332170-6  	Rebarbora	18347	18343
15332180-9  	Melouny	18348	18343
15332200-6  	Džemy a marmelády; ovocná želé; ovocné a ořechové protlaky a pasty	18349	18342
15332230-5  	Marmelády	18350	18349
15332231-2  	Pomerančová marmeláda	18351	18350
15332232-9  	Citrónová marmeláda	18352	18350
15332240-8  	Ovocná želé	18353	18349
15332250-1  	Ovocné pasty 	18354	18349
15332260-4  	Ořechové pasty 	18355	18349
15332261-1  	Arašídové máslo	18356	18355
15332270-7  	Ovocné protlaky	18357	18349
15332290-3  	Džemy	18358	18349
15332291-0  	Meruňkový džem 	18359	18358
15332292-7  	Ostružinový džem 	18360	18358
15332293-4  	Džem z černého rybízu	18361	18358
15332294-1  	Třešňový džem	18362	18358
15332295-8  	Malinový džem	18363	18358
15332296-5  	Jahodový džem	18364	18358
15332300-7  	Upravené ořechy	18365	18342
15332310-0  	Pražené nebo solené ořechy 	18366	18365
15332400-8  	Konzervované ovoce 	18367	18342
15332410-1  	Sušené ovoce 	18368	18367
15332411-8  	Upravené korintky	18369	18368
15332412-5  	Upravené hrozinky	18370	18368
15332419-4  	Sultánky 	18371	18368
15333000-1  	Vedlejší produkty rostlinné výroby 	18372	18304
15400000-2  	Oleje a tuky živočišné a rostlinné 	16739	17432
15410000-5  	Oleje a tuky živočišné a rostlinné surové	9093	16739
15411000-2  	Oleje živočišné a rostlinné	15121	9093
15411100-3  	Rostlinné oleje	15122	15121
15411110-6  	Olivový olej 	15123	15122
15411120-9  	Sezamový olej	15124	15122
15411130-2  	Podzemnicový olej	15125	15122
15411140-5  	Kokosový olej	15126	15122
15411200-4  	Olej na vaření 	15127	15121
15411210-7  	Olej na smažení	15128	15127
15412000-9  	Tuky 	15129	9093
15412100-0  	Živočišné tuky 	15130	15129
15412200-1  	Rostlinné tuky 	15131	15129
15413000-6  	Pevné zbytky rostlinných tuků nebo olejů 	15132	9093
15413100-7  	Pokrutiny	15133	15132
15420000-8  	Rafinované oleje a tuky	15134	16739
15421000-5  	Rafinované oleje 	15135	15134
15422000-2  	Rafinované tuky	15136	15134
15423000-9  	Hydrogenované nebo esterifikované oleje a tuky 	15137	15134
15424000-6  	Rostlinné vosky	15138	15134
15430000-1  	Jedlé tuky 	15139	16739
15431000-8  	Margarín a podobné přípravky 	15140	15139
15431100-9  	Margarín 	15141	15140
15431110-2  	Tekutý margarín	15142	15141
15431200-0  	Pomazánky se sníženým nebo s nízkým obsahem tuku 	15143	15140
15500000-3  	Mléčné výrobky 	15144	17432
15510000-6  	Mléko a smetana	15145	15144
15511000-3  	Mléko	15146	15145
15511100-4  	Pasterované mléko	15147	15146
15511200-5  	Sterilované mléko	15148	15146
15511210-8  	UHT mléko	15149	15148
15511300-6  	Odstředěné mléko 	15150	15146
15511400-7  	Polotučné mléko	15151	15146
15511500-8  	Plnotučné mléko	15152	15146
15511600-9  	Zahuštěné mléko	15153	15146
15511700-0  	Sušené mléko 	15154	15146
15512000-0  	Smetana	15155	15145
15512100-1  	Tekutá smetana do kávy 	15156	15155
15512200-2  	Sladká hustá smetana 	15157	15155
15512300-3  	Zahuštěná smetana	15158	15155
15512900-9  	Smetana ke šlehání 	15159	15155
15530000-2  	Máslo	15160	15144
15540000-5  	Sýry 	15161	15144
15541000-2  	Stolní sýry	15162	15161
15542000-9  	Čerstvé sýry 	15163	15161
15542100-0  	Tvaroh 	15164	15163
15542200-1  	Měkké sýry 	15165	15163
15542300-2  	Feta sýr 	15166	15163
15543000-6  	Strouhaný sýr, sýr v prášku, sýr s modrou plísní a ostatní sýry	15167	15161
15543100-7  	Sýr s modrou plísní	15168	15167
15543200-8  	Sýr čedar	15169	15167
15543300-9  	Strouhaný sýr	15170	15167
15543400-0  	Parmazán 	15171	15167
15544000-3  	Tvrdý sýr	15172	15161
15545000-0  	Roztíratelné sýry	15173	15161
15550000-8  	Různé mléčné výrobky 	15174	15144
15551000-5  	Jogurty a ostatní fermentované mléčné výrobky	15175	15174
15551300-8  	Jogurt 	15176	15175
15551310-1  	Neochucený jogurt	15177	15176
15551320-4  	Ochucený jogurt	15178	15176
15551500-0  	Podmáslí 	15179	15175
15552000-2  	Kasein 	15180	15174
15553000-9  	Laktóza nebo laktózový sirup 	15181	15174
15554000-6  	Syrovátka	15182	15174
15555000-3  	Zmrzlina a podobné výrobky 	15183	15174
15555100-4  	Zmrzlina 	15184	15183
15555200-5  	Sorbet 	15185	15183
15600000-4  	Mlýnské a škrobárenské výrobky 	15186	17432
15610000-7  	Mlýnské výrobky	15187	15186
15611000-4  	Loupaná rýže 	15188	15187
15612000-1  	Obilná nebo rostlinná mouka a příbuzné produkty	15189	15187
15612100-2  	Pšeničná mouka 	15190	15189
15612110-5  	Celozrnná mouka	15191	15190
15612120-8  	Mouka na pečení chleba 	15192	15190
15612130-1  	Mouka bez kvasnic	15193	15190
15612150-7  	Mouka na jemné pečivo	15194	15190
15612190-9  	Mouka s přísadou kypřícího prášku	15195	15190
15612200-3  	Obilná mouka 	15196	15189
15612210-6  	Kukuřičná mouka	15197	15196
15612220-9  	Rýžová mouka 	15198	15196
15612300-4  	Zeleninová mouka a krupice 	15199	15189
15612400-5  	Směsi pro přípravu pekárenských výrobků	15200	15189
15612410-8  	Směsi pro přípravu sladkého pečiva 	15201	15200
15612420-1  	Směsi pro pečení 	15202	15200
15612500-6  	Pekárenské výrobky 	15203	15189
15613000-8  	Výrobky z obilných zrn 	15204	15187
15613100-9  	Mletý oves 	15205	15204
15613300-1  	Výrobky z obilovin 	15206	15204
15613310-4  	Připravené cereální snídaně	15207	15206
15613311-1  	Kukuřičné vločky 	15208	15207
15613313-5  	Müsli nebo ekvivalent	15209	15207
15613319-7  	Pšeničné burizony	15210	15207
15613380-5  	Ovesné vločky	15211	15206
15614000-5  	Upravená rýže	15212	15187
15614100-6  	Rýže dlouhozrnná 	15213	15212
15614200-7  	Omletá rýže	17523	15212
15614300-8  	Zlomková rýže	17524	15212
15615000-2  	Otruby 	17525	15187
15620000-0  	Škrobárenské výrobky 	17526	15186
15621000-7  	Kukuřičný olej 	17527	17526
15622000-4  	Glukóza a výrobky z glukózy; fruktóza a výrobky z fruktózy	17528	17526
15622100-5  	Glukóza a výrobky z glukózy	17529	17528
15622110-8  	Glukóza	17530	17529
15622120-1  	Glukózový sirup	17531	17529
15622300-7  	Fruktóza a výrobky z fruktózy	17532	17528
15622310-0  	Fruktóza 	17533	17532
15622320-3  	Přípravky z fruktózy 	17534	17532
15622321-0  	Fruktózový roztok	17535	17534
15622322-7  	Fruktózový sirup 	17536	17534
15623000-1  	Škroby 	17537	17526
15624000-8  	Tapioka	17538	17526
15625000-5  	Mouka semolina z tvrdé pšenice 	17539	17526
15626000-2  	Pudinkový prášek 	17540	17526
15700000-5  	Krmiva 	17541	17432
15710000-8  	Průmyslová krmiva pro hospodářská a jiná zvířata 	17542	17541
15711000-5  	Krmiva pro ryby	17543	17542
15712000-2  	Suché pícniny	17544	17542
15713000-9  	Krmiva pro zvířata v zájmovém chovu	17545	17542
15800000-6  	Různé potravinářské výrobky	17546	17432
15810000-9  	Výrobky pekárenské a cukrářské kromě trvanlivého pečiva	17547	17546
15811000-6  	Pekařské výrobky 	17548	17547
15811100-7  	Chléb	17549	17548
15811200-8  	Rohlíky	17550	17548
15811300-9  	Croissanty 	17551	17548
15811400-0  	Lívance	17552	17548
15811500-1  	Připravené pekárenské výrobky	17553	17548
15811510-4  	Sendviče 	17554	17553
15811511-1  	Připravené sendviče	17555	17554
15812000-3  	Pečivo a cukroví 	17556	17547
15812100-4  	Pečivo 	17557	17556
15812120-0  	Koláče 	17558	17557
15812121-7  	Zeleninové koláče	17559	17558
15812122-4  	Ovocné koláče	17560	17558
15812200-5  	Cukroví	17561	17556
15813000-0  	Snídaňové pečivo 	17562	17547
15820000-2  	Výrobky pekárenské trvanlivé 	17563	17546
15821000-9  	Opékané pekárenské výrobky a pečivo	17564	17563
15821100-0  	Opékané pekárenské výrobky 	17565	17564
15821110-3  	Opékaný chléb	17566	17565
15821130-9  	Křupavý chléb zvaný knäckebrot 	17567	17565
15821150-5  	Suchary	17568	17565
15821200-1  	Sladké sušenky 	17569	17564
15830000-5  	Cukr a příbuzné výrobky	17570	17546
15831000-2  	Cukr 	17571	17570
15831200-4  	Bílý cukr	17572	17571
15831300-5  	Javorový cukr a javorový sirup 	17573	17571
15831400-6  	Melasy 	17574	17571
15831500-7  	Cukrové sirupy 	17575	17571
15831600-8  	Med	17576	17571
15832000-9  	Odpady z výroby cukru	17577	17570
15833000-6  	Produkty z cukru 	17578	17570
15833100-7  	Moučníky 	17579	17578
15833110-0  	Dortové korpusy	17580	17579
15840000-8  	Kakao, čokoláda a cukrovinky 	17581	17546
15841000-5  	Kakao	17582	17581
15841100-6  	Kakaová hmota	17583	17582
15841200-7  	Kakaové máslo, tuk nebo olej 	17584	17582
15841300-8  	Kakaový prášek neobsahující přidaný cukr 	17585	17582
15841400-9  	Kakaový prášek obsahující přidaný cukr 	17586	17582
15842000-2  	Čokoláda a cukrovinky	17587	17581
15842100-3  	Čokoláda 	17588	17587
15842200-4  	Výrobky z čokolády 	17589	17587
15842210-7  	Čokoládové nápoje	17590	17589
15842220-0  	Čokoládové tyčinky 	17591	17589
15842300-5  	Cukrovinky 	17592	17587
15842310-8  	Bonbóny	17593	17592
15842320-1  	Nugát	17594	17592
15842400-6  	Ovoce, ořechy nebo ovocné kůry a slupky konzervované cukrem	17595	17587
15850000-1  	Těstoviny	17596	17546
15851000-8  	Moučné výrobky 	17597	17596
15851100-9  	Nevařené těstoviny 	17598	17597
15851200-0  	Připravené těstoviny a kuskus	17599	17597
15851210-3  	Připravené těstoviny 	17600	17599
15851220-6  	Plněné těstoviny 	17601	17599
15851230-9  	Lasagne	17602	17599
15851250-5  	Kuskus 	17603	17599
15851290-7  	Těstoviny v konzervě 	17604	17599
15860000-4  	Káva, čaj a příbuzné produkty	17605	17546
15861000-1  	Káva 	17606	17605
15861100-2  	Pražená káva 	17607	17606
15861200-3  	Káva bez kofeinu 	17608	17606
15862000-8  	Kávové náhražky	17609	17605
15863000-5  	Čaj	17610	17605
15863100-6  	Zelený čaj 	17611	17610
15863200-7  	Černý čaj	17612	17610
15864000-2  	Přípravky z čaje nebo maté 	17613	17605
15864100-3  	Porcovaný čaj	17614	17613
15865000-9  	Bylinkové čaje 	17615	17605
15870000-7  	Koření a aromatické výtažky	17616	17546
15871000-4  	Ocet; omáčky; kořenící směsi; hořčičná moučka a prášek; připravená hořčice	17617	17616
15871100-5  	Ocet a náhražky octa 	9094	17617
15871110-8  	Ocet nebo ekvivalent 	15214	9094
15871200-6  	Omáčky, kořenící směsi a směsi přísad pro ochucení 	15215	17617
15871210-9  	Sójová omáčka	15216	15215
15871230-5  	Rajčatový kečup	15217	15215
15871250-1  	Hořčice	15218	15215
15871260-4  	Omáčky 	15219	15215
15871270-7  	Kořenící směsi 	15220	15215
15871273-8  	Majonéza 	15221	15220
15871274-5  	Pomazánky	15222	15220
15871279-0  	Chutney	15223	15220
15872000-1  	Byliny a koření	15224	17616
15872100-2  	Pepř 	15225	15224
15872200-3  	Koření 	15226	15224
15872300-4  	Byliny 	15227	15224
15872400-5  	Sůl	15228	15224
15872500-6  	Zázvor 	15229	15224
15880000-0  	Výrobky zvláštní výživy	15230	17546
15881000-7  	Homogenizované potravinové přípravky 	15231	15230
15882000-4  	Dietní přípravky 	15232	15230
15884000-8  	Dětská výživa	15233	15230
15890000-3  	Různé potravinářské výrobky a sušené zboží 	15234	17546
15891000-0  	Polévky a bujóny 	15235	15234
15891100-1  	Masové polévky 	15236	15235
15891200-2  	Rybí polévky 	15237	15235
15891300-3  	Míchané polévky	15238	15235
15891400-4  	Polévky	15239	15235
15891410-7  	Instantní polévky	15240	15239
15891500-5  	Bujóny 	15241	15235
15891600-6  	Bujóny jako základy polévek	15242	15235
15891610-9  	Instantní bujóny 	15243	15242
15891900-9  	Zeleninové polévky 	15244	15235
15892000-7  	Zeleninové šťávy, výtažky, peptické látky a zahušťovadla 	15245	15234
15892100-8  	Rostlinné šťávy	15246	15245
15892200-9  	Zeleninové výtažky 	15247	15245
15892400-1  	Zahušťovadla 	15248	15245
15893000-4  	Sušené zboží 	15249	15234
15893100-5  	Instantní potraviny	15250	15249
15893200-6  	Instantní moučníky 	15251	15249
15893300-7  	Instantní šťávy	15252	15249
15894000-1  	Upravené potravinářské výrobky 	15253	15234
15894100-2  	Vegetariánská jídla	15254	15253
15894200-3  	Připravená jídla 	15255	15253
15894210-6  	Jídla pro školy	15256	15255
15894220-9  	Jídla pro nemocnice	15257	15255
15894300-4  	Připravené pokrmy	15258	15253
15894400-5  	Svačiny	15259	15253
15894500-6  	Potraviny do prodejních automatů 	15260	15253
15894600-7  	Náplně sendvičů	15261	15253
15894700-8  	Lahůdky	15262	15253
15895000-8  	Potraviny pro rychlé občerstvení 	15263	15234
15895100-9  	Hamburgery 	15264	15263
15896000-5  	Hluboce zmrazené výrobky 	15265	15234
15897000-2  	Potraviny v konzervách a polní dávky potravin	15266	15234
15897100-3  	Polní dávky potravin 	15267	15266
15897200-4  	Potraviny v konzervách 	15268	15266
15897300-5  	Potravinové balíčky	15269	15266
15898000-9  	Kvasnice 	15270	15234
15899000-6  	Prášek do pečiva 	15271	15234
15900000-7  	Nápoje, tabák a související produkty 	15272	17432
15910000-0  	Destilované alkoholické nápoje 	15273	15272
15911000-7  	Alkoholické nápoje 	15274	15273
15911100-8  	Lihoviny 	15275	15274
15911200-9  	Likéry 	15276	15274
15930000-6  	Vína 	15277	15272
15931000-3  	Nearomatizovaná vína 	15278	15277
15931100-4  	Šumivé víno	15279	15278
15931200-5  	Stolní víno	15280	15278
15931300-6  	Portské víno 	15281	15278
15931400-7  	Madeira	15282	15278
15931500-8  	Hroznový mošt	15283	15278
15931600-9  	Sherry 	15284	15278
15932000-0  	Vinný kal	15285	15277
15940000-9  	Mošty a ostatní kvašené nápoje 	15286	15272
15941000-6  	Mošty	15287	15286
15942000-3  	Ovocné kvašené nápoje	15288	15286
15950000-2  	Nedestilované kvašené nápoje 	15289	15272
15951000-9  	Vermut 	15290	15289
15960000-5  	Pivo ze sladu	15291	15272
15961000-2  	Pivo 	15292	15291
15961100-3  	Ležák	15293	15292
15962000-9  	Pivovarský nebo lihovarský odpad 	15294	15291
15980000-1  	Nealkoholické nápoje 	15295	15272
15981000-8  	Minerální voda 	15296	15295
15981100-9  	Neperlivá minerální voda 	15297	15296
15981200-0  	Perlivá minerální voda 	15298	15296
15981300-1  	Voda v pevném skupenství 	15299	15296
15981310-4  	Led	15300	15299
15981320-7  	Sníh 	15301	15299
15981400-2  	Ochucené minerální vody	15302	15296
15982000-5  	Osvěžující nápoje	15303	15295
15982100-6  	Zahuštěné ovocné šťávy 	15304	15303
15982200-7  	Čokoládové mléko 	15305	15303
15990000-4  	Tabák, tabákové výrobky a tabáčnické potřeby 	15306	15272
15991000-1  	Tabákové výrobky 	15307	15306
15991100-2  	Doutníky 	17618	15307
15991200-3  	Doutníčky	17707	15307
15991300-4  	Cigarety 	17708	15307
15992000-8  	Tabák	17709	15306
15992100-9  	Zpracovanný tabák	17710	17709
15993000-5  	Tabáčnické potřeby 	17711	15306
15994000-2  	Cigaretový papír a filtrační papír 	17712	15306
15994100-3  	Cigaretový papír 	17713	17712
15994200-4  	Filtrační papír	17714	17712
16000000-5  	Zemědělské stroje	17715	0
16100000-6  	Zemědělské a lesnické stroje na přípravu nebo obdělávání půdy	17716	17715
16110000-9  	Pluhy a talířové brány 	17717	17716
16120000-2  	Brány, rozrývače, kultivátory, plečky a rádla	17718	17716
16130000-5  	Secí a sázecí nebo jednotící stroje	17719	17716
16140000-8  	Rozmetadla mrvy	17720	17716
16141000-5  	Rozmetadla hnojiv	17721	17720
16150000-1  	Válce na trávníky a sportovní ploch	17722	17716
16160000-4  	Různé zahradnické potřeby	17723	17716
16300000-8  	Žací stroje	17724	17715
16310000-1  	Sekačky	17725	17724
16311000-8  	Sekačky na trávu 	17726	17725
16311100-9  	Sekačky na trávníky, sportovní plochy nebo parky 	17727	17726
16320000-4  	Stroje pro sečení a sušení sena	17728	17724
